name,state,county_seat
HOWELL,MO,
HUBBARD,MN,
HUDSON,NJ,
HUDSPETH,TX,
HUERFANO,CO,
HUGHES,OK,
HUGHES,SD,
HUMBOLDT,NV,
HUMBOLDT,CA,
HUMBOLDT,IA,
HUMPHREYS,TN,
HUMPHREYS,MS,
HUNT,TX,
HUNTERDON,NJ,
HUNTINGDON,PA,
HUNTINGTON,IN,
HURON,MI,
HURON,OH,
HUTCHINSON,TX,
HUTCHINSON,SD,
HYDE,SD,
HYDE,NC,
IBERIA,LA,
IBERVILLE,LA,
IDA,IA,
IDAHO,ID,
IMPERIAL,CA,
INDEPENDENCE,AR,
INDIAN RIVER,FL,
INDIANA,PA,
INGHAM,MI,
INYO,CA,
IONIA,MI,
IOSCO,MI,
IOWA,IA,
IOWA,WI,
IREDELL,NC,
IRION,TX,
IRON,WI,
IRON,UT,
IRON,MI,
IRON,MO,
IROQUOIS,IL,
IRWIN,GA,
ISABELLA,MI,
ISANTI,MN,
ISLAND,WA,
ISLE OF WIGHT,VA,
ISSAQUENA,MS,
ITASCA,MN,
ITAWAMBA,MS,
IZARD,AR,
JACK,TX,
JACKSON,FL,
JACKSON,MS,
JACKSON,LA,
JACKSON,MO,
JACKSON,NC,
JACKSON,IN,
JACKSON,KS,
JACKSON,WI,
JACKSON,TX,
JACKSON,AR,
JACKSON,AL,
JACKSON,KY,
JACKSON,MN,
JACKSON,MI,
JACKSON,OK,
JACKSON,GA,
JACKSON,WV,
JACKSON,IL,
JACKSON,CO,
JACKSON,TN,
JACKSON,SD,
JACKSON,OR,
JACKSON,OH,
JACKSON,IA,
JAMES CITY,VA,
JASPER,MO,
JASPER,MS,
JASPER,IN,
JASPER,SC,
JASPER,GA,
JASPER,IL,
JASPER,IA,
JASPER,TX,
JAY,IN,
JEFF DAVIS,TX,
JEFF DAVIS,GA,
JEFFERSON,MS,
JEFFERSON,IA,
JEFFERSON,WA,
JEFFERSON,FL,
JEFFERSON,WI,
JEFFERSON,TX,
JEFFERSON,AR,
JEFFERSON,ID,
JEFFERSON,KS,
JEFFERSON,AL,
JEFFERSON,KY,
JEFFERSON,IN,
JEFFERSON,MT,
JEFFERSON,GA,
JEFFERSON,OK,
JEFFERSON,NE,
JEFFERSON,IL,
JEFFERSON,WV,
JEFFERSON,TN,
JEFFERSON,NY,
JEFFERSON,MO,
JEFFERSON,CO,
JEFFERSON,OH,
JEFFERSON,PA,
JEFFERSON,LA,
JEFFERSON,OR,
JEFFERSON DAVIS,LA,
JEFFERSON DAVIS,MS,
JENKINS,GA,
JENNINGS,IN,
JERAULD,SD,
JEROME,ID,
JERSEY,IL,
JESSAMINE,KY,
JEWELL,KS,
JIM HOGG,TX,
JIM WELLS,TX,
JO DAVIESS,IL,
JOHNSON,TX,
JOHNSON,IA,
JOHNSON,IN,
JOHNSON,WY,
JOHNSON,KS,
JOHNSON,KY,
JOHNSON,AR,
JOHNSON,TN,
JOHNSON,NE,
JOHNSON,IL,
JOHNSON,GA,
JOHNSON,MO,
JOHNSTON,OK,
JOHNSTON,NC,
JONES,IA,
JONES,MS,
JONES,NC,
JONES,TX,
JONES,GA,
JONES,SD,
JOSEPHINE,OR,
JUAB,UT,
JUDITH BASIN,MT,
JUNEAU,WI,
JUNEAU,AK,
JUNIATA,PA,
KALAMAZOO,MI,
KALKASKA,MI,
KANABEC,MN,
KANAWHA,WV,
KANDIYOHI,MN,
KANE,IL,
KANE,UT,
KANKAKEE,IL,
KARNES,TX,
KAUAI,HI,
KAUFMAN,TX,
KAY,OK,
KEARNEY,NE,
KEARNY,KS,
KEITH,NE,
KEMPER,MS,
KENAI PENINSULA,AK,
KENDALL,TX,
KENDALL,IL,
KENEDY,TX,
KENNEBEC,ME,
KENOSHA,WI,
KENT,DE,
KENT,MD,
KENT,RI,
KENT,MI,
KENT,TX,
KENTON,KY,
KEOKUK,IA,
KERN,CA,
KERR,TX,
KERSHAW,SC,
KETCHIKAN GATEWAY,AK,
KEWAUNEE,WI,
KEWEENAW,MI,
KEYA PAHA,NE,
KIDDER,ND,
KIMBALL,NE,
KIMBLE,TX,
KING,WA,
KING,TX,
KING AND QUEEN,VA,
KING GEORGE,VA,
KING WILLIAM,VA,
KINGFISHER,OK,
KINGMAN,KS,
KINGS,NY,
KINGS,CA,
KINGSBURY,SD,
KINNEY,TX,
KIOWA,KS,
KIOWA,OK,
KIOWA,CO,
KIT CARSON,CO,
KITSAP,WA,
KITTITAS,WA,
KITTSON,MN,
KLAMATH,OR,
KLEBERG,TX,
KLICKITAT,WA,
KNOTT,KY,
KNOX,TX,
KNOX,IN,
KNOX,ME,
KNOX,KY,
KNOX,IL,
KNOX,OH,
KNOX,TN,
KNOX,NE,
KNOX,MO,
KODIAK ISLAND,AK,
KOOCHICHING,MN,
KOOTENAI,ID,
KOSCIUSKO,IN,
KOSSUTH,IA,
LA CROSSE,WI,
LA PAZ,AZ,
LA PLATA,CO,
LA PORTE,IN,
LA SALLE,LA,
LA SALLE,TX,
LA SALLE,IL,
LABETTE,KS,
LAC QUI PARLE,MN,
LACKAWANNA,PA,
LACLEDE,MO,
LAFAYETTE,FL,
LAFAYETTE,WI,
LAFAYETTE,LA,
LAFAYETTE,AR,
LAFAYETTE,MS,
LAFAYETTE,MO,
LAFOURCHE,LA,
LAGRANGE,IN,
LAKE,FL,
LAKE,MT,
LAKE,IN,
LAKE,IL,
LAKE,MN,
LAKE,MI,
LAKE,SD,
LAKE,TN,
LAKE,CA,
LAKE,CO,
LAKE,OH,
LAKE,OR,
LAKE AND PENINSULA,AK,
LAKE OF THE WOODS,MN,
LAMAR,MS,
LAMAR,AL,
LAMAR,GA,
LAMAR,TX,
LAMB,TX,
LAMOILLE,VT,
LAMOURE,ND,
LAMPASAS,TX,
LANCASTER,PA,
LANCASTER,VA,
LANCASTER,SC,
LANCASTER,NE,
LANDER,NV,
LANE,OR,
LANE,KS,
LANGLADE,WI,
LANIER,GA,
LAPEER,MI,
LARAMIE,WY,
LARIMER,CO,
LARUE,KY,
LAS ANIMAS,CO,
LASSEN,CA,
LATAH,ID,
LATIMER,OK,
LAUDERDALE,MS,
LAUDERDALE,AL,
LAUDERDALE,TN,
LAUREL,KY,
LAURENS,SC,
LAURENS,GA,
LAVACA,TX,
LAWRENCE,MS,
LAWRENCE,MO,
LAWRENCE,IN,
LAWRENCE,AL,
LAWRENCE,AR,
LAWRENCE,KY,
LAWRENCE,IL,
LAWRENCE,TN,
LAWRENCE,PA,
LAWRENCE,SD,
LAWRENCE,OH,
LE FLORE,OK,
LE SUEUR,MN,
LEA,NM,
LEAKE,MS,
LEAVENWORTH,KS,
LEBANON,PA,
LEE,IA,
LEE,FL,
LEE,SC,
LEE,TX,
LEE,AR,
LEE,IL,
LEE,AL,
LEE,KY,
LEE,VA,
LEE,NC,
LEE,MS,
LEE,GA,
LEELANAU,MI,
LEFLORE,MS,
LEHIGH,PA,
LEMHI,ID,
LENAWEE,MI,
LENOIR,NC,
LEON,FL,
LEON,TX,
LESLIE,KY,
LETCHER,KY,
LEVY,FL,
LEWIS,WA,
LEWIS,ID,
LEWIS,KY,
LEWIS,NY,
LEWIS,WV,
LEWIS,MO,
LEWIS,TN,
LEWIS AND CLARK,MT,
LEXINGTON,SC,
LEXINGTON CITY,VA,
LIBERTY,FL,
LIBERTY,TX,
LIBERTY,MT,
LIBERTY,GA,
LICKING,OH,
LIMESTONE,TX,
LIMESTONE,AL,
LINCOLN,NC,
LINCOLN,WA,
LINCOLN,WY,
LINCOLN,MS,
LINCOLN,LA,
LINCOLN,ID,
LINCOLN,AR,
LINCOLN,WI,
LINCOLN,ME,
LINCOLN,MT,
LINCOLN,KY,
LINCOLN,KS,
LINCOLN,MN,
LINCOLN,NM,
LINCOLN,NV,
LINCOLN,TN,
LINCOLN,OK,
LINCOLN,SD,
LINCOLN,WV,
LINCOLN,GA,
LINCOLN,MO,
LINCOLN,NE,
LINCOLN,CO,
LINCOLN,OR,
LINN,IA,
LINN,KS,
LINN,MO,
LINN,OR,
LIPSCOMB,TX,
LITCHFIELD,CT,
LITTLE RIVER,AR,
LIVE OAK,TX,
LIVINGSTON,LA,
LIVINGSTON,IL,
LIVINGSTON,MI,
LIVINGSTON,KY,
LIVINGSTON,NY,
LIVINGSTON,MO,
LLANO,TX,
LOGAN,ND,
LOGAN,AR,
LOGAN,IL,
LOGAN,KS,
LOGAN,OK,
LOGAN,KY,
LOGAN,WV,
LOGAN,OH,
LOGAN,CO,
LOGAN,NE,
LONG,GA,
LONOKE,AR,
LORAIN,OH,
LOS ALAMOS,NM,
LOS ANGELES,CA,
LOUDON,TN,
LOUDOUN,VA,
LOUISA,IA,
LOUISA,VA,
LOUP,NE,
LOVE,OK,
LOVING,TX,
LOWNDES,MS,
LOWNDES,AL,
LOWNDES,GA,
LUBBOCK,TX,
LUCAS,IA,
LUCAS,OH,
LUCE,MI,
LUMPKIN,GA,
LUNA,NM,
LUNENBURG,VA,
LUZERNE,PA,
LYCOMING,PA,
LYMAN,SD,
LYNCHBURG CITY,VA,
LYNN,TX,
LYON,KS,
LYON,MN,
LYON,KY,
LYON,NV,
LYON,IA,
MACKINAC,MI,
MACOMB,MI,
MACON,NC,
MACON,AL,
MACON,IL,
MACON,TN,
MACON,GA,
MACON,MO,
MACOUPIN,IL,
MADERA,CA,
MADISON,MS,
MADISON,FL,
MADISON,IN,
MADISON,LA,
MADISON,NC,
MADISON,VA,
MADISON,ID,
MADISON,MT,
MADISON,KY,
MADISON,AL,
MADISON,AR,
MADISON,IL,
MADISON,GA,
MADISON,NY,
MADISON,OH,
MADISON,NE,
MADISON,IA,
MADISON,TN,
MADISON,MO,
MADISON,TX,
MAGOFFIN,KY,
MAHASKA,IA,
MAHNOMEN,MN,
MAHONING,OH,
MAJOR,OK,
MALHEUR,OR,
MANASSAS CITY,VA,
MANASSAS PARK CITY,VA,
MANATEE,FL,
MANISTEE,MI,
MANITOWOC,WI,
MARATHON,WI,
MARENGO,AL,
MARICOPA,AZ,
MARIES,MO,
MARIN,CA,
MARINETTE,WI,
MARION,FL,
MARION,IN,
MARION,MS,
MARION,KY,
MARION,KS,
MARION,AL,
MARION,SC,
MARION,AR,
MARION,TN,
MARION,IL,
MARION,OH,
MARION,IA,
MARION,MO,
MARION,WV,
MARION,OR,
MARION,TX,
MARION,GA,
MARIPOSA,CA,
MARLBORO,SC,
MARQUETTE,WI,
MARQUETTE,MI,
MARSHALL,IN,
MARSHALL,KS,
MARSHALL,AL,
MARSHALL,IL,
MARSHALL,TN,
MARSHALL,KY,
MARSHALL,OK,
MARSHALL,MN,
MARSHALL,IA,
MARSHALL,WV,
MARSHALL,SD,
MARSHALL,MS,
MARTIN,FL,
MARTIN,IN,
MARTIN,KY,
MARTIN,MN,
MARTIN,TX,
MARTIN,NC,
MARTINSVILLE CITY,VA,
MASON,WA,
MASON,TX,
MASON,KY,
MASON,IL,
MASON,MI,
MASON,WV,
MASSAC,IL,
MATAGORDA,TX,
MATANUSKA SUSITNA,AK,
MATHEWS,VA,
MAUI,HI,
MAURY,TN,
MAVERICK,TX,
MAYES,OK,
MCCLAIN,OK,
MCCONE,MT,
MCCOOK,SD,
MCCORMICK,SC,
MCCRACKEN,KY,
MCCREARY,KY,
MCCULLOCH,TX,
MCCURTAIN,OK,
MCDONALD,MO,
MCDONOUGH,IL,
MCDOWELL,NC,
MCDOWELL,WV,
MCDUFFIE,GA,
MCHENRY,ND,
MCHENRY,IL,
MCINTOSH,ND,
MCINTOSH,OK,
MCINTOSH,GA,
MCKEAN,PA,
MCKENZIE,ND,
MCKINLEY,NM,
MCLEAN,ND,
MCLEAN,IL,
MCLEAN,KY,
MCLENNAN,TX,
MCLEOD,MN,
MCMINN,TN,
MCMULLEN,TX,
MCNAIRY,TN,
MCPHERSON,KS,
MCPHERSON,SD,
MCPHERSON,NE,
MEADE,KY,
MEADE,KS,
MEADE,SD,
MEAGHER,MT,
MECKLENBURG,NC,
MECKLENBURG,VA,
MECOSTA,MI,
MEDINA,TX,
MEDINA,OH,
MEEKER,MN,
MEIGS,OH,
MEIGS,TN,
MELLETTE,SD,
MENARD,TX,
MENARD,IL,
MENDOCINO,CA,
MENIFEE,KY,
MENOMINEE,WI,
MENOMINEE,MI,
MERCED,CA,
MERCER,MO,
MERCER,ND,
MERCER,KY,
MERCER,IL,
MERCER,NJ,
MERCER,WV,
MERCER,PA,
MERCER,OH,
MERIWETHER,GA,
MERRICK,NE,
MERRIMACK,NH,
MESA,CO,
METCALFE,KY,
MIAMI,IN,
MIAMI,KS,
MIAMI,OH,
MIAMI DADE,FL,
MIDDLESEX,MA,
MIDDLESEX,VA,
MIDDLESEX,CT,
MIDDLESEX,NJ,
MIDLAND,MI,
MIDLAND,TX,
MIFFLIN,PA,
MILAM,TX,
MILLARD,UT,
MILLE LACS,MN,
MILLER,MO,
MILLER,AR,
MILLS,TX,
MILLS,IA,
MILWAUKEE,WI,
MINER,SD,
MINERAL,MT,
MINERAL,NV,
MINERAL,WV,
MINERAL,CO,
MINGO,WV,
MINIDOKA,ID,
MINNEHAHA,SD,
MISSAUKEE,MI,
MISSISSIPPI,AR,
MISSISSIPPI,MO,
MISSOULA,MT,
MITCHELL,NC,
MITCHELL,KS,
MITCHELL,TX,
MITCHELL,IA,
MITCHELL,GA,
MOBILE,AL,
MODOC,CA,
MOFFAT,CO,
MOHAVE,AZ,
MOHAVE,CO,
MONITEAU,MO,
MONMOUTH,NJ,
MONO,CA,
MONONA,IA,
MONONGALIA,WV,
MONROE,PA,
MONROE,FL,
MONROE,IN,
MONROE,WI,
MONROE,AR,
MONROE,MI,
MONROE,AL,
MONROE,KY,
MONROE,IL,
MONROE,TN,
MONROE,WV,
MONROE,GA,
MONROE,NY,
MONROE,IA,
MONROE,OH,
MONROE,MO,
MONROE,MS,
MONTAGUE,TX,
MONTCALM,MI,
MONTEREY,CA,
MONTEZUMA,CO,
MONTGOMERY,PA,
MONTGOMERY,MD,
MONTGOMERY,OH,
MONTGOMERY,TX,
MONTGOMERY,KY,
MONTGOMERY,AR,
MONTGOMERY,IN,
MONTGOMERY,AL,
MONTGOMERY,KS,
MONTGOMERY,VA,
MONTGOMERY,GA,
MONTGOMERY,TN,
MONTGOMERY,IL,
MONTGOMERY,NY,
MONTGOMERY,MO,
MONTGOMERY,NC,
MONTGOMERY,IA,
MONTGOMERY,MS,
MONTMORENCY,MI,
MONTOUR,PA,
MONTROSE,CO,
MOODY,SD,
MOORE,TX,
MOORE,TN,
MOORE,NC,
MORA,NM,
MOREHOUSE,LA,
MORGAN,MO,
MORGAN,IN,
MORGAN,UT,
MORGAN,AL,
MORGAN,KY,
MORGAN,GA,
MORGAN,IL,
MORGAN,TN,
MORGAN,WV,
MORGAN,OH,
MORGAN,CO,
MORRILL,NE,
MORRIS,KS,
MORRIS,NJ,
MORRIS,TX,
MORRISON,MN,
MORROW,OR,
MORROW,OH,
MORTON,ND,
MORTON,KS,
MOTLEY,TX,
MOULTRIE,IL,
MOUNTRAIL,ND,
MOWER,MN,
MUHLENBERG,KY,
MULTNOMAH,OR,
MURRAY,MN,
MURRAY,OK,
MURRAY,GA,
MUSCATINE,IA,
MUSCOGEE,GA,
MUSKEGON,MI,
MUSKINGUM,OH,
MUSKOGEE,OK,
MUSSELSHELL,MT,
NACOGDOCHES,TX,
NANCE,NE,
NANTUCKET,MA,
NAPA,CA,
NASH,NC,
NASSAU,FL,
NASSAU,NY,
NATCHITOCHES,LA,
NATRONA,WY,
NAVAJO,AZ,
NAVARRO,TX,
NELSON,KY,
NELSON,VA,
NELSON,ND,
NEMAHA,KS,
NEMAHA,NE,
NEOSHO,KS,
NESHOBA,MS,
NESS,KS,
NEVADA,AR,
NEVADA,CA,
NEW CASTLE,DE,
NEW HANOVER,NC,
NEW HAVEN,CT,
NEW KENT,VA,
NEW LONDON,CT,
NEW MADRID,MO,
NEW YORK,NY,
NEWAYGO,MI,
NEWBERRY,SC,
NEWPORT,RI,
NEWPORT NEWS CITY,VA,
NEWTON,MS,
NEWTON,MO,
NEWTON,IN,
NEWTON,GA,
NEWTON,AR,
NEWTON,TX,
NEZ PERCE,ID,
NIAGARA,NY,
NICHOLAS,KY,
NICHOLAS,WV,
NICOLLET,MN,
NIOBRARA,WY,
NOBLE,IN,
NOBLE,OK,
NOBLE,OH,
NOBLES,MN,
NODAWAY,MO,
NOLAN,TX,
NOME,AK,
NORFOLK,MA,
NORFOLK CITY,VA,
NORMAN,MN,
NORTH SLOPE,AK,
NORTHAMPTON,VA,
NORTHAMPTON,NC,
NORTHAMPTON,PA,
NORTHUMBERLAND,VA,
NORTHUMBERLAND,PA,
NORTHWEST ARCTIC,AK,
NORTON,KS,
NORTON CITY,VA,
NOTTOWAY,VA,
NOWATA,OK,
NOXUBEE,MS,
NUCKOLLS,NE,
NUECES,TX,
NYE,NV,
OAKLAND,MI,
OBION,TN,
OBRIEN,IA,
OCEAN,NJ,
OCEANA,MI,
OCHILTREE,TX,
OCONEE,SC,
OCONEE,GA,
OCONTO,WI,
OGEMAW,MI,
OGLE,IL,
OGLETHORPE,GA,
OHIO,IN,
OHIO,KY,
OHIO,WV,
OKALOOSA,FL,
OKANOGAN,WA,
OKEECHOBEE,FL,
OKFUSKEE,OK,
OKLAHOMA,OK,
OKMULGEE,OK,
OKTIBBEHA,MS,
OLDHAM,KY,
OLDHAM,TX,
OLIVER,ND,
OLMSTED,MN,
ONEIDA,ID,
ONEIDA,WI,
ONEIDA,NY,
ONONDAGA,NY,
ONSLOW,NC,
ONTARIO,NY,
ONTONAGON,MI,
ORANGE,FL,
ORANGE,VA,
ORANGE,TX,
ORANGE,IN,
ORANGE,VT,
ORANGE,NY,
ORANGE,CA,
ORANGE,NC,
ORANGEBURG,SC,
OREGON,MO,
ORLEANS,VT,
ORLEANS,NY,
ORLEANS,LA,
OSAGE,MO,
OSAGE,KS,
OSAGE,OK,
OSBORNE,KS,
OSCEOLA,FL,
OSCEOLA,MI,
OSCEOLA,IA,
OSCODA,MI,
OSWEGO,NY,
OTERO,NM,
OTERO,CO,
OTOE,NE,
OTSEGO,NY,
OTSEGO,MI,
OTTAWA,KS,
OTTAWA,MI,
OTTAWA,OK,
OTTAWA,OH,
OTTER TAIL,MN,
OUACHITA,LA,
OUACHITA,AR,
OURAY,CO,
OUTAGAMIE,WI,
OVERTON,TN,
OWEN,IN,
OWEN,KY,
OWSLEY,KY,
OWYHEE,ID,
OXFORD,ME,
OZARK,MO,
OZAUKEE,WI,
PACIFIC,WA,
PAGE,VA,
PAGE,IA,
PALM BEACH,FL,
PALO ALTO,IA,
PALO PINTO,TX,
PAMLICO,NC,
PANOLA,MS,
PANOLA,TX,
PARK,WY,
PARK,MT,
PARK,CO,
PARKE,IN,
PARKER,TX,
PARMER,TX,
PASCO,FL,
PASQUOTANK,NC,
PASSAIC,NJ,
PATRICK,VA,
PAULDING,OH,
PAULDING,GA,
PAWNEE,KS,
PAWNEE,NE,
PAWNEE,OK,
PAYETTE,ID,
PAYNE,OK,
PEACH,GA,
PEARL RIVER,MS,
PECOS,TX,
PEMBINA,ND,
PEMISCOT,MO,
PEND OREILLE,WA,
PENDER,NC,
PENDLETON,KY,
PENDLETON,WV,
PENNINGTON,MN,
PENNINGTON,SD,
PENOBSCOT,ME,
PEORIA,IL,
PEPIN,WI,
PERKINS,SD,
PERKINS,NE,
PERQUIMANS,NC,
PERRY,MS,
PERRY,IN,
PERRY,AR,
PERRY,KY,
PERRY,AL,
PERRY,TN,
PERRY,IL,
PERRY,OH,
PERRY,MO,
PERRY,PA,
PERSHING,NV,
PERSON,NC,
PETERSBURG CITY,VA,
PETROLEUM,MT,
PETTIS,MO,
PHELPS,MO,
PHELPS,GA,
PHELPS,NE,
PHILADELPHIA,PA,
PHILLIPS,MT,
PHILLIPS,AR,
PHILLIPS,KS,
PHILLIPS,CO,
PIATT,IL,
PICKAWAY,OH,
PICKENS,AL,
PICKENS,SC,
PICKENS,GA,
PICKETT,TN,
PIERCE,ND,
PIERCE,WA,
PIERCE,WI,
PIERCE,NE,
PIERCE,GA,
PIKE,PA,
PIKE,MS,
PIKE,AR,
PIKE,IN,
PIKE,AL,
PIKE,GA,
PIKE,KY,
PIKE,IL,
PIKE,MO,
PIKE,OH,
PIMA,AZ,
PINAL,AZ,
PINE,MN,
PINELLAS,FL,
PIPESTONE,MN,
PISCATAGUIS,ME,
PISCATAQUIS,ME,
PITKIN,CO,
PITT,NC,
PITTSBURG,OK,
PITTSYLVANIA,VA,
PIUTE,UT,
PLACER,CA,
PLAQUEMINES,LA,
PLATTE,WY,
PLATTE,NE,
PLATTE,MO,
PLEASANTS,WV,
PLUMAS,CA,
PLYMOUTH,MA,
PLYMOUTH,IA,
POCAHONTAS,WV,
POCAHONTAS,IA,
POINSETT,AR,
POINTE COUPEE,LA,
POLK,MO,
POLK,IA,
POLK,WI,
POLK,FL,
POLK,NC,
POLK,DC,
POLK,AR,
POLK,GA,
POLK,TN,
POLK,MN,
POLK,NE,
POLK,OR,
POLK,TX,
PONDERA,MT,
PONTOTOC,OK,
PONTOTOC,MS,
POPE,AR,
POPE,MN,
POPE,IL,
POQUOSON CITY,VA,
PORTAGE,WI,
PORTAGE,OH,
PORTER,IN,
PORTSMOUTH CITY,VA,
POSEY,IN,
POTTAWATOMIE,KS,
POTTAWATOMIE,OK,
POTTAWATTAMIE,IA,
POTTER,TX,
POTTER,SD,
POTTER,PA,
POWDER RIVER,MT,
POWELL,KY,
POWELL,MT,
POWER,ID,
POWESHIEK,IA,
POWHATAN,VA,
PRAIRIE,MT,
PRAIRIE,AR,
PRATT,KS,
PREBLE,OH,
PRENTISS,MS,
PRESIDIO,TX,
PRESQUE ISLE,MI,
PRESTON,WV,
PRICE,WI,
PRINCE EDWARD,VA,
PRINCE GEORGE,VA,
PRINCE GEORGES,MD,
PRINCE WALES KETCHIKAN,AK,
PRINCE WILLIAM,VA,
PROVIDENCE,RI,
PROWERS,CO,
PUEBLO,CO,
PULASKI,MO,
PULASKI,IN,
PULASKI,AR,
PULASKI,VA,
PULASKI,KY,
PULASKI,IL,
PULASKI,GA,
PUSHMATAHA,OK,
PUTNAM,OH,
PUTNAM,IN,
PUTNAM,IL,
PUTNAM,NY,
PUTNAM,WV,
PUTNAM,GA,
PUTNAM,TN,
PUTNAM,MO,
PUTNAM,FL,
QUAY,NM,
QUEEN ANNES,MD,
QUEENS,NY,
QUITMAN,GA,
QUITMAN,MS,
RABUN,GA,
RACINE,WI,
RAINS,TX,
RALEIGH,WV,
RALLS,MO,
RAMSEY,MN,
RAMSEY,ND,
RANDALL,TX,
RANDOLPH,MO,
RANDOLPH,GA,
RANDOLPH,IN,
RANDOLPH,AL,
RANDOLPH,AR,
RANDOLPH,IL,
RANDOLPH,WV,
RANDOLPH,NC,
RANKIN,MS,
RANSOM,ND,
RAPIDES,LA,
RAPPAHANNOCK,VA,
RAVALLI,MT,
RAWLINS,KS,
RAY,MO,
REAGAN,TX,
REAL,TX,
RED LAKE,MN,
RED RIVER,LA,
RED RIVER,TX,
RED WILLOW,NE,
REDWOOD,MN,
REEVES,TX,
REFUGIO,TX,
RENO,KS,
RENSSELAER,NY,
RENVILLE,ND,
RENVILLE,MN,
REPUBLIC,KS,
REYNOLDS,MO,
RHEA,TN,
RICE,MN,
RICE,KS,
RICH,UT,
RICHARDSON,NE,
RICHLAND,LA,
RICHLAND,WI,
RICHLAND,MT,
RICHLAND,SC,
RICHLAND,IL,
RICHLAND,OH,
RICHLAND,ND,
RICHMOND,NC,
RICHMOND,VA,
RICHMOND,NY,
RICHMOND,GA,
RICHMOND CITY,VA,
RILEY,KS,
RINGGOLD,IA,
RIO ARRIBA,NM,
RIO BLANCO,CO,
RIO GRANDE,CO,
RIPLEY,IN,
RIPLEY,MO,
RITCHIE,WV,
RIVERSIDE,CA,
ROANE,WV,
ROANE,TN,
ROANOKE,VA,
ROANOKE CITY,VA,
ROBERTS,TX,
ROBERTS,SD,
ROBERTSON,TX,
ROBERTSON,KY,
ROBERTSON,TN,
ROBESON,NC,
ROCK,WI,
ROCK,MN,
ROCK,NE,
ROCK ISLAND,IL,
ROCKBRIDGE,VA,
ROCKCASTLE,KY,
ROCKDALE,GA,
ROCKINGHAM,VA,
ROCKINGHAM,NH,
ROCKINGHAM,NC,
ROCKLAND,NY,
ROCKWALL,TX,
ROGER MILLS,OK,
ROGERS,OK,
ROLETTE,ND,
ROOKS,KS,
ROOSEVELT,MT,
ROOSEVELT,NM,
ROSCOMMON,MI,
ROSEAU,MN,
ROSEBUD,MT,
ROSS,OH,
ROUTT,CO,
ROWAN,KY,
ROWAN,NC,
RUNNELS,TX,
RUSH,IN,
RUSH,KS,
RUSK,WI,
RUSK,TX,
RUSSELL,KS,
RUSSELL,AL,
RUSSELL,VA,
RUSSELL,KY,
RUTHERFORD,NC,
RUTHERFORD,TN,
RUTLAND,VT,
SABINE,LA,
SABINE,TX,
SAC,IA,
SACRAMENTO,CA,
SAGADAHOC,ME,
SAGINAW,MI,
SAGUACHE,CO,
SAINT BERNARD,LA,
SAINT CHARLES,MO,
SAINT CHARLES,LA,
SAINT CLAIR,MO,
SAINT CLAIR,AL,
SAINT CLAIR,MI,
SAINT CLAIR,IL,
SAINT CROIX,WI,
SAINT FRANCIS,AR,
SAINT FRANCOIS,MO,
SAINT HELENA,LA,
SAINT JAMES,LA,
SAINT JOHNS,FL,
SAINT JOSEPH,MI,
SAINT LANDRY,LA,
SAINT LAWRENCE,NY,
SAINT LOUIS,MN,
SAINT LOUIS,MO,
SAINT LOUIS CITY,MO,
SAINT LUCIE,FL,
SAINT MARTIN,LA,
SAINT MARY,LA,
SAINT MARYS,MD,
SAINT TAMMANY,LA,
SAINTE GENEVIEVE,MO,
SALEM,VA,
SALEM,NJ,
SALINE,MO,
SALINE,AR,
SALINE,KS,
SALINE,NE,
SALINE,IL,
SALT LAKE,UT,
SALUDA,SC,
SAMPSON,NC,
SAN AUGUSTINE,TX,
SAN BENITO,CA,
SAN BERNARDINO,CA,
SAN DIEGO,CA,
SAN FRANCISCO,CA,
SAN JACINTO,TX,
SAN JOAQUIN,CA,
SAN JUAN,CO,
SAN JUAN,WA,
SAN JUAN,UT,
SAN JUAN,NM,
SAN LUIS OBISPO,CA,
SAN MATEO,CA,
SAN MIGUEL,CO,
SAN MIGUEL,NM,
SAN PATRICIO,TX,
SAN SABA,TX,
SANBORN,SD,
SANDERS,MT,
SANDOVAL,NM,
SANDUSKY,OH,
SANGAMON,IL,
SANILAC,MI,
SANPETE,UT,
SANTA BARBARA,CA,
SANTA CLARA,CA,
SANTA CRUZ,AZ,
SANTA CRUZ,CA,
SANTA FE,NM,
SANTA ROSA,FL,
SARASOTA,FL,
SARATOGA,NY,
SARGENT,ND,
SARPY,NE,
SAUK,WI,
SAUNDERS,NE,
SAWYER,WI,
SCHENECTADY,NY,
SCHLEICHER,TX,
SCHLEY,GA,
SCHOHARIE,NY,
SCHOOLCRAFT,MI,
SCHUYLER,IL,
SCHUYLER,NY,
SCHUYLER,MO,
SCHUYLKILL,PA,
SCIOTO,OH,
SCOTLAND,NC,
SCOTLAND,MO,
SCOTT,MS,
SCOTT,IA,
SCOTT,IN,
SCOTT,KY,
SCOTT,MN,
SCOTT,AR,
SCOTT,VA,
SCOTT,KS,
SCOTT,IL,
SCOTT,TN,
SCOTT,MO,
SCOTTS BLUFF,NE,
SCREVEN,GA,
SCURRY,TX,
SEARCY,AR,
SEBASTIAN,AR,
SEDGWICK,KS,
SEDGWICK,CO,
SEMINOLE,FL,
SEMINOLE,GA,
SEMINOLE,OK,
SENECA,NY,
SENECA,OH,
SEQUATCHIE,TN,
SEQUOYAH,OK,
SEVIER,AR,
SEVIER,UT,
